seq,title,url,image_url,ingredients_text,steps_text,tags,publish_date
C01-0795,【食譜】三色蛋(5):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0795,https://d3l76hx23vw40a.cloudfront.net/recipe/whk054-096.jpg,【材　料】、雞蛋:4顆、皮蛋:2顆、鹹鴨蛋:2顆、香菜:適量、【調 味 料】、米酒:適量 糖 少許、糖:少許、,"1. 1.雞蛋打入容器中，並將蛋白、蛋黃分開，備用。
2. 2.皮蛋放入沸水中燙熟，待涼後去殼切小塊，備用。
3. 3.鹹鴨蛋去殼，將鹹蛋白、鹹蛋黃分開，再將鹹蛋黃切小塊，備用。
4. 4.取作法1的蛋白4個與蛋黃1個，加入作法3的鹹蛋白1個，再加入米酒、糖，打散攪拌均勻並過濾，續加入作法2的皮蛋塊、作法3的鹹蛋黃塊攪拌均勻，再倒入長方模型中，接著放入蒸鍋中蒸約10分鐘。
5. 5.將作法1剩餘的3個蛋黃，加入作法3的鹹蛋白1/2大匙、米酒1小匙（份量外）攪拌均勻，再倒在作法4蒸好的蛋上面，續入鍋蒸約5分鐘。
6. 6.取出作法5蒸好的三色蛋，待涼後切片，搭配香菜食用即可。",,
C01-0530,【食譜】蕃茄肉片炒蛋:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0530,https://d3l76hx23vw40a.cloudfront.net/recipe/bk186-014.jpg,【材　料】、雞蛋:2顆、蕃茄:1/2顆、豬肉片:40公克、蔥花:1/4茶匙、水:1/2碗、太白粉水:適量、【調 味 料】、鹽:1/4茶匙 糖 1/4茶匙 太白粉 1茶匙 蕃茄醬 2茶匙、糖:1/4茶匙 太白粉 1茶匙 蕃茄醬 2茶匙、太白粉:1茶匙 蕃茄醬 2茶匙、蕃茄醬:2茶匙、【醃　 料】、鹽:1/8茶匙、太白粉:1/4茶匙,"1. 1.肉片加入所有醃料拌勻，備用。
2. 2.蕃茄切滾刀塊；雞蛋打散成蛋液，備用。
3. 3.熱鍋，加入1大匙沙拉油，倒入作法2蛋液炒至凝固後盛出，備用。
4. 4.同作法3原鍋，加入1大匙沙拉油，放入作法1肉片略炒，再加入水、所有調味料、蕃茄塊炒勻。
5. 5.接著加入太白粉水勾芡拌勻，再加入作法3的炒蛋拌勻，起鍋前撒上蔥花拌勻即可。",,
C01-0389,【食譜】雞絲麵:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0389,https://d3l76hx23vw40a.cloudfront.net/recipe/bk142-040.jpg,【材　料】、雞絲麵:100公克、雞蛋:1顆、茼蒿菜:40公克、高湯:300㏄、油蔥酥:少許、【調 味 料】、鹽:少許 雞粉 少許 胡椒粉 少許、雞粉:少許 胡椒粉 少許、胡椒粉:少許,"1. 1.把茼蒿菜洗淨；取一碗加入約5㏄的水，打入雞蛋，取一滾鍋，加入少許鹽（分量外），倒入該碗雞蛋，以小火煮約1~2分鐘成蛋包，備用。
2. 2.把雞絲麵與作法1的茼蒿菜放入滾水中汆燙一下，撈出後放入麵碗中，再加入作法1的蛋包。
3. 3.把高湯煮滾，加入所有調味料拌勻，接著放入作法2的麵碗中，再加上油蔥酥即可。",,
C01-0338,【食譜】海綿蛋糕(3):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0338,https://d3l76hx23vw40a.cloudfront.net/recipe/qk11-010.jpg,【材　料】、A.全蛋:722公克、細砂糖:369公克、B.低筋麵粉:307公克、香草粉:3公克、C.全脂鮮奶:92公克、沙拉油:107公克,"1. 1.混合低筋麵粉與香草粉，過篩2次，備用。
2. 2.材料A放入攪拌缸中以高速攪拌，至蛋液體積變大、顏色變白、有明顯紋路。
3. 3.轉至中速繼續拌打，至發泡的蛋液以橡皮刮刀拉起時，約2~3秒滴落1次。
4. 4.將作法1的粉加入作法3中，拌勻成麵糊。
5. 5.材料C混合拌勻，再加入少許作法4麵糊拌勻，使其濃稠度相近。
6. 6.將作法5和作法4剩餘的麵糊攪拌均勻。
7. 7.取2個8吋蛋糕烤模，將作法6的麵糊倒入蛋糕烤模中約6∼7分滿。
8. 8.輕敲烤模，讓麵糊內氣泡浮起釋出，放入烤箱中，以上火180℃／下火160℃烘烤。烘烤約10∼15分鐘時，烤箱內蛋糕體積高度會膨脹到最高點，這表示蛋糕體已接近烤熟的狀態。繼續烘烤約20∼25分鐘，蛋糕體積膨脹高度會逐漸下降，蛋糕表面周圍會有細小皺摺，這時可以打開烤箱，輕拍蛋糕中心，若是蓬鬆有彈性就表示蛋糕已經烤熟；反之，則繼續烘烤至熟。
9. 9.取出烤熟的蛋糕，立刻倒扣放涼，以防蛋糕遇冷收縮。待蛋糕完全冷卻後，即可利用雙手沿著模型邊緣向下快速輕壓蛋糕體，使蛋糕與烤模脫離。將蛋糕烤模底盤向上推出，剝開蛋糕底部即可。",,
C01-0577,【食譜】總匯三明治(7):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0577,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn54-014.jpg,【材　料】、土司:3片、土司火腿:2片、雞蛋:2顆、紅蕃茄:1/2顆、小黃瓜:半條、美乃滋:適量,"1. 1.取一鍋，倒入少許油（份量外）燒熱，將雞蛋打入鍋內，壓破蛋黃，煎至熟後盛出。
2. 2.小黃瓜洗淨切絲；蕃茄洗淨切成圓片。
3. 3.取一鍋，倒入少許油（份量外）燒熱，將火腿放入後，煎至兩面略黃成酥脆狀，即可盛出。
4. 4.將土司放入烤麵包機中，烤至兩面呈現脆黃狀，除了外層的土司，其餘土司的兩面皆均勻的塗上美乃滋備用。
5. 5.先取一片外層土司，將小黃瓜絲、蕃茄片放上，疊上另一層作法4的土司，再放上火腿及蛋，再疊上最後一片土司，將疊好的三片土司合攏，以牙籤稍做固定，先切去土司邊再切成四個三角型即可。",,
C01-0516,【食譜】玉米滑蛋:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0516,https://d3l76hx23vw40a.cloudfront.net/recipe/gy59-077.jpg,【材　料】、玉米粒:150公克、洋蔥丁:40公克、雞蛋:4個、蒜末:10公克、蔥末:10公克、青豆仁:適量、【調 味 料】、鹽:1/4小匙 米酒 1小匙 雞粉 少許 白胡椒粉 少許、米酒:1小匙 雞粉 少許 白胡椒粉 少許、雞粉:少許 白胡椒粉 少許、白胡椒粉:少許,"1. 1.雞蛋打散成蛋液，加入玉米粉、米酒拌勻備用。
2. 2.熱鍋，倒入適量的油，放入蒜末、蔥末、洋蔥末爆香，加入玉米粒炒勻。
3. 3.加入青豆仁及其餘調味料炒一下，再加入作法１的蛋液拌勻即可。",,
C01-0266,【食譜】原味蒸蛋糕:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0266,https://d3l76hx23vw40a.cloudfront.net/recipe/yb33-012.jpg,【材　料】、全蛋:240公克、二砂糖:200公克、鹽:2公克、低筋麵粉:250公克、發粉:3公克、橄欖油:35公克、奶水:40公克,"1. 1.將水倒入鍋中燒開，鍋子預熱備用。
2. 2.低筋麵粉、發粉一同過篩。
3. 3.鹽、全蛋與二砂糖分別倒入鋼盆中。
4. 4.將作法3隔水加熱至43℃後，一同攪拌成蛋糊。
5. 5.將作法4攪拌至乳白色細泡沬狀，用刮刀鏟起時蛋糊流速很慢，滴下時呈三角狀。
6. 6.橄欖油與奶水一同拌勻。
7. 7.將作法2倒入作法5蛋糊中，一同攪拌均勻。
8. 8.取部分作法7麵糊倒入作法6中拌勻。將調好的麵糊再倒回作法7的剩餘麵糊裏一同拌勻。
9. 9.將麵糊裝入模型。移入蒸籠，放至已預熱的鍋子裏，以中小火蒸約45分鐘。用一支筷子插入作法11的蛋糕體，如果筷子不會沾黏，表示蛋糕已經蒸熟。",,
C01-0421,【食譜】青椒炒皮蛋:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0421,https://d3l76hx23vw40a.cloudfront.net/recipe/gy18-079b.jpg,【材　料】、皮蛋:2顆、青椒:100公克、紅辣椒:20公克、蒜仁:20公克、【調 味 料】、醬油:1大匙 細砂糖 1/4茶匙 香油 1茶匙、細砂糖:1/4茶匙 香油 1茶匙、香油:1茶匙,"1. 1.煮一鍋滾沸的水，放入皮蛋煮約5分鐘後撈出，用冷水浸泡至涼取出剝殼切丁，備用。
2. 2.將青椒去籽洗淨切小丁；紅辣椒和蒜仁切碎，備用。
3. 3.熱鍋，下少許沙拉油燒熱，以小火爆香作法2的青椒丁、蒜仁碎、紅辣椒碎，加入作法1的皮蛋丁翻炒均勻，再加入醬油及細砂糖以中火翻炒至醬油收乾，灑下香油拌勻即可。",,
C01-0349,【食譜】蜂蜜海綿蛋糕:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0349,https://d3l76hx23vw40a.cloudfront.net/recipe/qk11-032.jpg,【材　料】、A.全蛋:483公克、蛋黃:81公克、B.細砂糖:282公克、鹽:3公克、C.蜂蜜:101公克、溫開水:101公克、D.高筋麵粉:252公克,"1. 1.材料A打散再加入材料B，放入攪拌缸中用高速攪拌至有明顯紋路，轉至中速拌打至以橡皮刮刀拉起打發的蛋液，打發的蛋液約2~3秒滴落1次。
2. 2.於作法1的攪拌缸中加入材料C拌勻。
3. 3.高筋麵粉過篩2次，加入作法2的攪拌缸中拌勻成麵糊。
4. 4.取一木模，鋪上4張白報紙，倒入作法3的麵糊，放入烤箱以上火180℃／下火150℃烘烤。
5. 5.待作法4的蛋糕烤約1分鐘後取出，以橡皮刮刀將麵糊拌勻（重複此時間、動作共3次），待蛋糕表面上色時，將上火降至150℃／下火150℃，並於木模上倒蓋一烤盤。
6. 6.作法4的蛋糕烘烤約30-40分鐘至輕拍蛋糕表面蓬鬆有彈性即可出爐，置於涼架上待涼。",,
C01-0599,【食譜】韭菜花炒皮蛋(1):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0599,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn65-038a.jpg,【材　料】、韭菜花:200公克、皮蛋:1粒、蒜頭:3粒、辣椒:1條、【調 味 料】、黑豆鼓:1大匙 鹽 少許 白胡椒粉 少許 香油 少許、鹽:少許 白胡椒粉 少許 香油 少許、白胡椒粉:少許 香油 少許、香油:少許、,"1. 1.韭菜花去蒂，再切成碎狀，洗淨備用。
2. 2.將皮蛋蒸熟，再去殼切成小塊狀備用。
3. 3.蒜頭與辣椒切成小片狀備用。
4. 4.熱鍋，加入1大匙沙拉油，放入作法3的所有材料以小火爆香。
5. 5.加入作法1的韭菜花碎和所有調味料，最後再加入作法2的皮蛋丁以中火翻炒均勻即可。",,
C01-0753,【食譜】高麗菜煎蛋餅:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0753,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn090-012b.jpg,【材　料】、雞蛋:2顆、鮮香菇絲:2朵、紅蘿蔔絲:25公克、高麗菜:150公克、芹菜末:150公克、麵粉:10公克、【調 味 料】、鹽:1/4小匙 香菇粉 少許 胡椒粉 少許 香油 少許、香菇粉:少許 胡椒粉 少許 香油 少許、胡椒粉:少許 香油 少許、香油:少許,"1. 1.熱鍋，倒入少許油，將鮮香菇、紅蘿蔔絲、高麗菜絲放入鍋中炒至微軟，再放入芹菜末炒勻後取出。
2. 2.將作法1的材料中加入調味料、麵粉、雞蛋拌勻。
3. 3.熱平底鍋，加入少許油，倒入作法2，以小火煎至定型後翻面，煎至兩面皆上色且熟後取出，切成大片狀即可。",,
C01-0698,Ąi­čĂĐĄj€€ŠĄ»]łJ:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0698,https://d3l76hx23vw40a.cloudfront.net/recipe/bk207-029.jpg,,,,
C01-0340,【食譜】天使蛋糕:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0340,https://d3l76hx23vw40a.cloudfront.net/recipe/qk11-018.jpg,【材　料】、A.蛋白:493公克、塔塔粉:5公克、細砂糖:295公克、鹽:5公克、B.檸檬汁:30公克、低筋麵粉:172公克,"1. 1.材料Ａ中的蛋白、塔塔粉及鹽放入攪拌缸中以高速攪拌。
2. 2.打發至蛋白有許多大泡泡時，加入材料中約一半的細砂糖。
3. 3.持續打至蛋白的泡泡變細緻，加入材料中剩下的細砂糖，繼續拌打。
4. 4.打至蛋液體積變大、顏色變白、有明顯紋路，轉至以中速繼續拌打至蛋白為濕性發泡接近乾性發泡，以橡皮刮刀拉起時，尖端蛋白下垂但不滴落。
5. 5.於作法4的攪拌缸加入檸檬汁繼續拌勻。
6. 6.低筋麵粉過篩2次，加入作法5的攪拌缸中拌勻成麵糊。
7. 7.取2個8吋中空烤模，將作法6的麵糊倒入蛋糕烤模中，抹平表面。
8. 8.將完成的蛋糕烤模放入烤箱中，以上火180℃／下火160℃烘烤，烘烤約10∼15分鐘時，烤箱內蛋糕體積高度會膨脹且上色，這表示蛋糕體已接近烤熟的狀態。
9. 9.繼續烘烤約15∼20分鐘，蛋糕體積膨脹高度會逐漸下降，蛋糕表面周圍會有細小皺摺，這時可以打開烤箱，輕拍蛋糕體表面，若是蓬鬆有彈性就表示蛋糕已經烤熟；反之，則繼續烘烤至熟。取出烤熟的蛋糕，立刻倒扣放涼，以防蛋糕遇冷收縮。待蛋糕完全冷卻後，即可利用雙手沿著烤模邊緣和中空處向下快速輕壓蛋糕體，使蛋糕與模型脫離。取出烤模中的天使蛋糕即可。",,
C01-0225,【食譜】抹茶雞蛋糕:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0225,https://d3l76hx23vw40a.cloudfront.net/recipe/yb23-024.jpg,【材　料】、A.全蛋:250公克、細砂糖:100公克、B.低筋麵粉:96公克、澄粉:20公克、抹茶粉:4公克、C.奶油:30公克、D.紅豆餡:適量,"1. 1.將鋼盆中加水，開中火煮至50℃之水溫（即手指試溫有熱的感覺）後轉小火備用。
2. 2.再取另一鋼盆，放入材料A，置於作法1上，邊用直型打蛋器攪拌至與人體同溫，即可移開。",,
C01-0588,【食譜】原味烤甜甜圈:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0588,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn57-045.jpg,【材　料】、全蛋:100公克、砂糖:65公克、奶油:80公克、動物性鮮奶油:80公克、低筋麵粉:75公克、烤過的杏仁粉:25公克、泡打粉:2公克、焦化奶油:適量、高筋麵粉:適量,"1. 1.取半張廚房紙巾，沾少許焦化奶油均勻地塗抹烤模四周，接著撒上少許高筋麵粉，再倒扣出多餘的粉，備用。
2. 2.取奶油隔水加熱融化；低筋麵粉、杏仁粉、泡打粉過篩，備用。
3. 3.將全蛋及砂糖拌至糖融化，接著慢慢加入作法2的奶油拌勻。
4. 4.在作法3中慢慢加入動物性鮮奶油拌勻，接著加入作法的粉類拌勻，靜置30分鐘∼1小時。
5. 5.將作法4材料倒入烤模，放入預熱好的烤箱中以上火170℃、下火150℃烤約30∼40分鐘即完成。",,
C01-0221,【食譜】蜂蜜雞蛋糕:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0221,https://d3l76hx23vw40a.cloudfront.net/recipe/yb23-019.jpg,【材　料】、A.全蛋:250公克、細砂糖:75公克、蜂蜜:25公克、B.低筋麵粉:100公克、澄粉:20公克、C.奶油:30公克,"1. 1.將鋼盆中加水，開中火煮至50℃之水溫（即手指試溫有熱的感覺）後轉小火備用。
2. 2.再取另一鋼盆，放入材料A，置於作法1上，邊用直型打蛋器攪拌至與人體同溫，即可移開。",,
C01-0305,【食譜】滑蛋蛋包咖哩飯:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0305,https://d3l76hx23vw40a.cloudfront.net/recipe/ck62-012.jpg,【材　料】、蛋:2顆、牛奶:15㏄、鹽:少許、胡椒粉:少許、奶油:15㏄、茄汁炒飯:1碗、辣味咖哩醬:適量、巴西里:適量,"1. 1.茄汁炒飯用模型整成半圓形，置於盤中備用。
2. 2.將蛋、牛奶、鹽、胡椒粉，一起打勻成蛋液備用。
3. 3.平底鍋燒熱，倒入沙拉油，待鍋熱後再放入奶油。
4. 4.將作法2的蛋液倒入作法3的鍋中，並迅速用叉子打散，待蛋液微微凝固成滑蛋時（注意不可太熟），即扣到作法1的飯上。
5. 5.趁熱將辣味咖哩醬加到作法4的蛋包飯四周，蛋包中間撒上適量巴西里裝飾即可。",,
C01-0721,【食譜】起司歐姆蛋:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0721,https://d3l76hx23vw40a.cloudfront.net/recipe/bk212-026a.jpg,【材　料】、雞蛋:3顆、鮮奶:30㏄、起司絲:100公克、【調 味 料】、鹽:1/4茶匙 無鹽奶油 3大匙、無鹽奶油:3大匙、,"1. 1.雞蛋打入大碗中，加入鮮奶和鹽，拌勻備用。
2. 2.平底鍋加熱，加入無鹽奶油至完全融化，開中火快速倒入蛋液。
3. 3.一面加熱，一面快速將雞蛋攪拌均勻，讓所有蛋液平均呈半凝固狀態。
4. 4.將起司絲鋪放至前緣1/3處，再用鍋鏟將蛋液撥至平底鍋前緣蓋上起司，加熱至定型。
5. 5.再將雞蛋輕輕翻面，讓各面均勻受熱並整成橄欖型，盛入盤中。",,
C01-0690,【食譜】木須炒蛋(2):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0690,https://d3l76hx23vw40a.cloudfront.net/recipe/bk203-044b.jpg,【材　料】、雞蛋:4顆、新鮮黑木耳:100公克、甜豆莢:2個、沙拉筍:100公克、豬五花薄片肉:100公克、【調 味 料】、A.鹽:少許 白胡椒粉 少許 B.醬油 1大匙 味醂 1大匙 米酒 1/2大匙、白胡椒粉:少許 B.醬油 1大匙 味醂 1大匙 米酒 1/2大匙、B.醬油:1大匙 味醂 1大匙 米酒 1/2大匙、味醂:1大匙 米酒 1/2大匙、米酒:1/2大匙、,"1. 1.豬五花薄片肉切塊狀；新鮮黑木耳撕成一口狀；沙拉筍切絲，分別放入滾水中汆燙撈起，備用。
2. 2.將雞蛋打入容器中，加入調味料A的所有材料混合均勻。
3. 3.取鍋燒熱，加入適量食用油，一口氣放入作法2的蛋液，拌炒成塊狀，盛起備用。
4. 4.將作法3的鍋再燒熱，加入適量食用油，依序放入作法1的所有材料和混合拌勻的調味料B充份拌炒入味。
5. 5.再加入作法3的蛋塊和汆燙後切斜片的甜豆片略拌炒一下即可。",,
C01-0739,【食譜】韓式泡菜蛋餅:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0739,https://d3l76hx23vw40a.cloudfront.net/recipe/bk212-044a.jpg,【材　料】、雞蛋:5顆、韓國泡菜:250克、蔥絲:30克、【調 味 料】、鹽:1/4茶匙 米酒 2茶匙、米酒:2茶匙、,"1. 1.韓國泡菜擠乾湯汁後切碎備用。
2. 2.雞蛋打入容器中，加入所有調味料拌勻後，加入蔥絲和作法1的韓國泡菜碎拌勻備用。
3. 3.取平底鍋熱鍋後，加入3大匙橄欖油，快速倒入作法2材料，開中火快速將蛋拌至略凝固後，改轉小火煎至定型。
4. 4.再煎至另一面微金黃後，翻面再以小火煎約1分鐘至兩面呈金黃色澤即可盛盤。",,
C01-0717,【食譜】培根炒蛋:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0717,https://d3l76hx23vw40a.cloudfront.net/recipe/bk212-022b.jpg,【材　料】、雞蛋:3顆、培根片:2片、洋蔥丁:50公克、鮮奶:2大匙、無鹽奶油:2大匙、【調 味 料】、鹽:1/4茶匙、,"1. 1.雞蛋加入鮮奶及鹽，混合拌勻勻備用。
2. 2.培根片分切成小片備用。
3. 3.熱平底鍋，加入無鹽奶油，以小火加熱至奶油融化。
4. 4.先放洋蔥丁和培根片入鍋炒至培根略焦香，再將作法1的蛋液倒入鍋中。
5. 5.開小火，用平鍋鏟將蛋液用推的方式鏟動，讓蛋呈片狀慢慢凝固。
6. 6.至蛋凝固成型即可盛起。",,
C01-0640,【食譜】貓舌餅(1):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0640,https://d3l76hx23vw40a.cloudfront.net/recipe/m563.jpg,【材　料】、低筋麵粉:100g、海苔粉:5g、奶油:100g、蛋白:100g、糖粉:100g、鹽:0.5g,"1. 1.將所有粉類過篩，再將所有材料混合拌勻。
2. 2.麵糊裝入擠花袋中，在烤盤上擠出適當大小。
3. 3.用200度烘烤10分鐘即可。",,
C01-0912,【食譜】醬油蛋炒飯:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0912,https://d3l76hx23vw40a.cloudfront.net/recipe/whk096-036b.jpg,【材　料】、雞蛋:1個、蔥花:3大匙、白飯:2碗、沙拉油:2大匙、【調 味 料】、醬油:1茶匙 鹽 1/4茶匙、鹽:1/4茶匙、,"1. 1.熱鍋，倒入食用油將蛋液炒至半凝固，加入白飯炒至乾爽。
2. 2.將鹽、蔥花加入作法1拌炒2分鐘，在加入醬油炒勻即可。",,
C01-0787,【食譜】芙蓉麵線:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0787,https://d3l76hx23vw40a.cloudfront.net/recipe/whk051-025b.jpg,【材　料】、蔬菜高湯冷凍塊:150公克、蛋:2顆、麵線:1把、鹽:1茶匙、蔥花:1大匙、水:150cc,"1. 1.取蔬菜高湯冷凍塊與水一起放入鍋中加熱。
2. 2.待高湯煮至滾沸後，放入打散的蛋煮熟，加鹽調味備用。
3. 3.另取鍋加入適量的水（份量外），待水煮至滾沸，放入麵線煮約1分鐘後撈起，並放入作法2的高湯中。
4. 4.食用前再撒上蔥花即可。",,
C01-0642,【食譜】北海道戚風蛋糕:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0642,https://d3l76hx23vw40a.cloudfront.net/recipe/m579.jpg,【材　料】、A.低筋麵粉:155公克、泡打粉:5公克、B.細砂糖:50公克、鹽:2公克、C.沙拉油:80公克、蛋黃:155公克、牛奶:65公克、D.蛋白:310公克、塔塔粉:0.5公克、細砂糖:180公克、E.鮮奶油布丁餡:適量、糖粉:適量,"1. 1.所有材料C一起放入容器內拌勻，再加入材料B拌勻至完全溶化無顆粒狀。
2. 2.將材料A過篩加入作法2中拌勻拌至光亮備用。
3. 3.將所有材料D打發至乾性發泡。
4. 4.取1/3的作法3倒入作法2中混合拌勻，再倒回作法3中拌勻成麵糊備用。
5. 5.取作法4的麵糊裝入擠花袋內再擠入紙杯內，再放入已預熱的烤箱中，以上下火160/180℃烤15分鐘。
6. 6.取出作法6的蛋糕置涼後，再將蛋糕挖一小洞，擠入鮮奶油布丁餡，再撒上糖粉即可。",,
C01-137,【食譜】滷蛋:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-137,https://d3l76hx23vw40a.cloudfront.net/recipe/hq03-027.jpg,【材　料】、A.雞蛋:5顆、鹽:1大匙、B.茶包袋:1個、大茴香:6公克、小茴香:3公克、花椒:5公克、桂皮:10公克、陳皮:2公克、乾薑:2公克、【調 味 料】、醬油:1/2杯 冰糖 1大匙 鹽 1小匙 水 2杯 米酒 1大匙 香油 1小匙、冰糖:1大匙 鹽 1小匙 水 2杯 米酒 1大匙 香油 1小匙、鹽:1小匙 水 2杯 米酒 1大匙 香油 1小匙、水:2杯 米酒 1大匙 香油 1小匙、米酒:1大匙 香油 1小匙、香油:1小匙,"1. 1.取一盆水以海綿布輕輕將雞蛋外殼洗淨；取另一盆注滿冷水；所有材料B洗淨裝入茶包袋包好為藥材包備用。
2. 2.作法1的雞蛋輕輕放入鋼鍋，加水至蓋過雞蛋為準，再加入鹽，以大火煮沸騰後，轉為中火煮3分鐘撈起，馬上浸泡作法1的冷水並剝去蛋殼外殼。
3. 3.將所有調味料煮沸，加入作法1的藥材包以小火煮製10分鐘為滷汁，再放入作法2白煮蛋以小火續滷製約1小時後，熄火靜置浸泡約1小時至入味即可。",,
C01-0476,【食譜】蕃茄炒蛋(1):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0476,https://d3l76hx23vw40a.cloudfront.net/recipe/gy34-017d.jpg,【材　料】、蕃茄:80公克、雞蛋:5顆、青蔥:2支、【調 味 料】、鹽:1小匙 蕃茄醬 1大匙 鮮雞粉 1/2小匙 細砂糖 1小匙、蕃茄醬:1大匙 鮮雞粉 1/2小匙 細砂糖 1小匙、鮮雞粉:1/2小匙 細砂糖 1小匙、細砂糖:1小匙,"1. 1.雞蛋打入碗中攪散，倒入熱油鍋中，開中小火炒熟，盛出瀝乾油分備用。
2. 2.蕃切洗淨，去蒂後切丁；青蔥洗淨切成蔥花；備用。
3. 3.熱鍋倒入適量油燒熱，放入蕃茄丁、蔥花開中火炒出香味，加入所有調味料拌炒均勻，最後加入作法1炒蛋略翻炒即可。",,
C01-0589,【食譜】酒釀蛋(1):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0589,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn59-046b.jpg,【材　料】、土雞蛋:2個、酒釀:50公克、水:450㏄、【調 味 料】、冰糖:30公克、,"1. 1.取鍋，加入適量的水（材料外）煮至滾沸後，打入土雞蛋，以小火煮至九分熟後撈出備用。
2. 2.另取鍋加入450㏄的水，煮至滾沸後，加入冰糖煮勻，盛入碗中。
3. 3.在作法2的糖水中，放入作法1煮好的蛋包，再加入酒釀即可。",,
C01-0772,【食譜】糖心燻蛋:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0772,https://d3l76hx23vw40a.cloudfront.net/recipe/whk47-019b.jpg,【材　料】、雞蛋:數顆、【調 味 料】、高湯:少許 醬油 少許 八角 少許 砂糖 少許 茶葉 少許、醬油:少許 八角 少許 砂糖 少許 茶葉 少許、八角:少許 砂糖 少許 茶葉 少許、砂糖:少許 茶葉 少許、茶葉:少許、,"1. 1.將雞蛋洗淨後放入冷水中，以中火滾熟約4分鐘。（此時為最佳狀況，即蛋白全熟、蛋黃2分熟）
2. 2.滾熟後再以中火加煮5分鐘。
3. 3.把煮好的糖心蛋放入加入醋和鹽的水中，蛋殼會較易撥除，再剝殼後放入配料調成的滷汁，進冰箱中浸泡一天。
4. 4.食用前以茶葉及糖燻蛋，使用中火，約3∼4分鐘，至表皮呈現金黃色，切半",,
C01-0276,【食譜】蜂巢蒸糕:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0276,https://d3l76hx23vw40a.cloudfront.net/recipe/yb33-034.jpg,【材　料】、煉乳:400公克、蜂蜜:250公克、橄欖油:180公克、全蛋:450公克、低筋麵粉:270公克、中筋麵粉:90公克、小蘇打:15公克、二砂糖:300公克、奶水:450公克、蘭姆酒:35公克,"1. 1.煉乳、蜂蜜與橄欖油拌勻後，加入蛋一同拌勻即可，不需打發。
2. 2.低筋麵粉、中筋麵粉、小蘇打過篩後，加入作法1拌勻備用。
3. 3.二砂糖與奶水煮滾後，沖入作法2中，一邊沖一邊攪拌，再加入藍姆酒拌勻。
4. 4.將作法3裝入模型中，靜置約10~20分鐘，移入蒸籠，以中火蒸約30分鐘即可。",,
